codigo,coordenada_e,coordenada_n,motivo
FHV-M-4233,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4235,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4249,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4338,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4402,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4405,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4406,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4408,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4411,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4412,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4417,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4418,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4420,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4421,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4424,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4435,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4436,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4438,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4439,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4440,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4443,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4542,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4577,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4588,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4609,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4623,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4624,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4627,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4635,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4643,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4684,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4685,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4688,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4689,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4691,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4819,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4833,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4933,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4941,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-4946,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-5265,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-5276,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-5323,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-5405,813926.32,7785705.97,"X fora do range (200000-800000): 813926.32; Y fora do range (7000000-7500000): 7785705.97"
FHV-M-5601,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-5607,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-5609,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-5778,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-5808,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-5809,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-5825,813926.32,7785705.97,"X fora do range (200000-800000): 813926.32; Y fora do range (7000000-7500000): 7785705.97"
FHV-M-5849,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-6151,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-M-6186,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0290,6507138951,7191974703,"Y fora do range (7000000-7500000): 7191974703"
FHV-P-0364,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0365,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0700,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0701,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0702,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0703,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0704,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0705,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0706,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0710,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0711,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0712,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0713,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0716,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0717,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0718,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0719,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0720,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0721,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0725,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0750,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0751,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0752,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0753,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0754,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0755,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0756,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0757,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0758,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0900,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0909,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0911,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0912,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0913,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0922,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0923,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0924,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0927,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0928,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0929,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0930,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0931,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0932,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0933,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0934,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0935,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0936,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0937,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0938,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0939,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-0940,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1083,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1150,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1195,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1272,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1362,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1363,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1369,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1385,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1386,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1465,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1467,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1480,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1560,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1561,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1562,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1564,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1894,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1895,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1896,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1897,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1898,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1899,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1900,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1901,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1902,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1903,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-1980,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2010,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2042,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2043,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2044,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2045,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2046,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2047,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2048,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2070,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2084,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2085,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2090,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2091,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2092,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2097,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2098,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2099,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2100,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2101,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2102,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2103,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-2236,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5280,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5281,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5282,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5283,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5284,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5285,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5286,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5287,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5288,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5289,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5290,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5291,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5292,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5293,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5294,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5295,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5296,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5297,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5298,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5299,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5300,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5301,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5302,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5303,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5304,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5312,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5313,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5314,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5315,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5316,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5317,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5318,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5319,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5320,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5321,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5322,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5323,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5324,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5325,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5326,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5327,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5328,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5329,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5330,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5331,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5332,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5333,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5334,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5335,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5336,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5337,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5338,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5339,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5340,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5341,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5342,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5343,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5344,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5345,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5346,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5347,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5348,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5349,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5350,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5351,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5352,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5353,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5354,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5355,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
FHV-P-5356,811893.08,7674924.31,"X fora do range (200000-800000): 811893.08; Y fora do range (7000000-7500000): 7674924.31"
