linha,codigo,motivo,detalhes
10437,"N/A","Código ou tipo ausente",""
10438,"N/A","Código ou tipo ausente",""
10439,"N/A","Código ou tipo ausente",""
10440,"N/A","Código ou tipo ausente",""
10441,"N/A","Código ou tipo ausente",""
10442,"N/A","Código ou tipo ausente",""
10443,"N/A","Código ou tipo ausente",""
10444,"N/A","Código ou tipo ausente",""
10445,"N/A","Código ou tipo ausente",""
10446,"N/A","Código ou tipo ausente",""
10447,"N/A","Código ou tipo ausente",""
10448,"N/A","Código ou tipo ausente",""
10449,"N/A","Código ou tipo ausente",""
10450,"N/A","Código ou tipo ausente",""
10451,"N/A","Código ou tipo ausente",""
10452,"N/A","Código ou tipo ausente",""
10453,"N/A","Código ou tipo ausente",""
10454,"N/A","Código ou tipo ausente",""
10455,"N/A","Código ou tipo ausente",""
10456,"N/A","Código ou tipo ausente",""
10457,"N/A","Código ou tipo ausente",""
10458,"N/A","Código ou tipo ausente",""
10459,"N/A","Código ou tipo ausente",""
10460,"N/A","Código ou tipo ausente",""
10461,"N/A","Código ou tipo ausente",""
10462,"N/A","Código ou tipo ausente",""
10463,"N/A","Código ou tipo ausente",""
10464,"N/A","Código ou tipo ausente",""
10465,"N/A","Código ou tipo ausente",""
10466,"N/A","Código ou tipo ausente",""
10467,"N/A","Código ou tipo ausente",""
10468,"N/A","Código ou tipo ausente",""
10469,"N/A","Código ou tipo ausente",""
10470,"N/A","Código ou tipo ausente",""
10471,"N/A","Código ou tipo ausente",""
10472,"N/A","Código ou tipo ausente",""
10473,"N/A","Código ou tipo ausente",""
10474,"N/A","Código ou tipo ausente",""
10475,"N/A","Código ou tipo ausente",""
10476,"N/A","Código ou tipo ausente",""
10477,"N/A","Código ou tipo ausente",""
10478,"N/A","Código ou tipo ausente",""
10479,"N/A","Código ou tipo ausente",""
10480,"N/A","Código ou tipo ausente",""
10481,"N/A","Código ou tipo ausente",""
10482,"N/A","Código ou tipo ausente",""
10483,"N/A","Código ou tipo ausente",""
10484,"N/A","Código ou tipo ausente",""
10485,"N/A","Código ou tipo ausente",""
10486,"N/A","Código ou tipo ausente",""
10487,"N/A","Código ou tipo ausente",""
10488,"N/A","Código ou tipo ausente",""
10489,"N/A","Código ou tipo ausente",""
10490,"N/A","Código ou tipo ausente",""
10491,"N/A","Código ou tipo ausente",""
10492,"N/A","Código ou tipo ausente",""
10493,"N/A","Código ou tipo ausente",""
10494,"N/A","Código ou tipo ausente",""
10495,"N/A","Código ou tipo ausente",""
10496,"N/A","Código ou tipo ausente",""
10497,"N/A","Código ou tipo ausente",""
10498,"N/A","Código ou tipo ausente",""
10499,"N/A","Código ou tipo ausente",""
10500,"N/A","Código ou tipo ausente",""
10501,"N/A","Código ou tipo ausente",""
10502,"N/A","Código ou tipo ausente",""
10503,"N/A","Código ou tipo ausente",""
10504,"N/A","Código ou tipo ausente",""
10505,"N/A","Código ou tipo ausente",""
10506,"N/A","Código ou tipo ausente",""
10507,"N/A","Código ou tipo ausente",""
10508,"N/A","Código ou tipo ausente",""
10509,"N/A","Código ou tipo ausente",""
10510,"N/A","Código ou tipo ausente",""
10511,"N/A","Código ou tipo ausente",""
10512,"N/A","Código ou tipo ausente",""
10513,"N/A","Código ou tipo ausente",""
10514,"N/A","Código ou tipo ausente",""
10515,"N/A","Código ou tipo ausente",""
10516,"N/A","Código ou tipo ausente",""
10517,"N/A","Código ou tipo ausente",""
10518,"N/A","Código ou tipo ausente",""
10519,"N/A","Código ou tipo ausente",""
10520,"N/A","Código ou tipo ausente",""
10521,"N/A","Código ou tipo ausente",""
10522,"N/A","Código ou tipo ausente",""
10523,"N/A","Código ou tipo ausente",""
10524,"N/A","Código ou tipo ausente",""
10525,"N/A","Código ou tipo ausente",""
10526,"N/A","Código ou tipo ausente",""
10527,"N/A","Código ou tipo ausente",""
10528,"N/A","Código ou tipo ausente",""
10529,"N/A","Código ou tipo ausente",""
10530,"N/A","Código ou tipo ausente",""
10531,"N/A","Código ou tipo ausente",""
10532,"N/A","Código ou tipo ausente",""
10533,"N/A","Código ou tipo ausente",""
10534,"N/A","Código ou tipo ausente",""
10535,"N/A","Código ou tipo ausente",""
10536,"N/A","Código ou tipo ausente",""
10537,"N/A","Código ou tipo ausente",""
10538,"N/A","Código ou tipo ausente",""
10539,"N/A","Código ou tipo ausente",""
10540,"N/A","Código ou tipo ausente",""
10541,"N/A","Código ou tipo ausente",""
10542,"N/A","Código ou tipo ausente",""
10543,"N/A","Código ou tipo ausente",""
10544,"N/A","Código ou tipo ausente",""
10545,"N/A","Código ou tipo ausente",""
10546,"N/A","Código ou tipo ausente",""
10547,"N/A","Código ou tipo ausente",""
10548,"N/A","Código ou tipo ausente",""
10549,"N/A","Código ou tipo ausente",""
10550,"N/A","Código ou tipo ausente",""
10551,"N/A","Código ou tipo ausente",""
10552,"N/A","Código ou tipo ausente",""
10553,"N/A","Código ou tipo ausente",""
10554,"N/A","Código ou tipo ausente",""
10555,"N/A","Código ou tipo ausente",""
10556,"N/A","Código ou tipo ausente",""
10557,"N/A","Código ou tipo ausente",""
10558,"N/A","Código ou tipo ausente",""
10559,"N/A","Código ou tipo ausente",""
10560,"N/A","Código ou tipo ausente",""
10561,"N/A","Código ou tipo ausente",""
10562,"N/A","Código ou tipo ausente",""
10563,"N/A","Código ou tipo ausente",""
10564,"N/A","Código ou tipo ausente",""
10565,"N/A","Código ou tipo ausente",""
10566,"N/A","Código ou tipo ausente",""
10567,"N/A","Código ou tipo ausente",""
10568,"N/A","Código ou tipo ausente",""
10569,"N/A","Código ou tipo ausente",""
10570,"N/A","Código ou tipo ausente",""
10571,"N/A","Código ou tipo ausente",""
10572,"N/A","Código ou tipo ausente",""
10573,"N/A","Código ou tipo ausente",""
10574,"N/A","Código ou tipo ausente",""
10575,"N/A","Código ou tipo ausente",""
10576,"N/A","Código ou tipo ausente",""
10577,"N/A","Código ou tipo ausente",""
10578,"N/A","Código ou tipo ausente",""
10579,"N/A","Código ou tipo ausente",""
10580,"N/A","Código ou tipo ausente",""
10581,"N/A","Código ou tipo ausente",""
10582,"N/A","Código ou tipo ausente",""
10583,"N/A","Código ou tipo ausente",""
10584,"N/A","Código ou tipo ausente",""
10585,"N/A","Código ou tipo ausente",""
10586,"N/A","Código ou tipo ausente",""
10587,"N/A","Código ou tipo ausente",""
10588,"N/A","Código ou tipo ausente",""
10589,"N/A","Código ou tipo ausente",""
10590,"N/A","Código ou tipo ausente",""
10591,"N/A","Código ou tipo ausente",""
10592,"N/A","Código ou tipo ausente",""
10593,"N/A","Código ou tipo ausente",""
10594,"N/A","Código ou tipo ausente",""
10595,"N/A","Código ou tipo ausente",""
10596,"N/A","Código ou tipo ausente",""
10597,"N/A","Código ou tipo ausente",""
10598,"N/A","Código ou tipo ausente",""
10599,"N/A","Código ou tipo ausente",""
10600,"N/A","Código ou tipo ausente",""
10601,"N/A","Código ou tipo ausente",""
10602,"N/A","Código ou tipo ausente",""
10603,"N/A","Código ou tipo ausente",""
10604,"N/A","Código ou tipo ausente",""
10605,"N/A","Código ou tipo ausente",""
10606,"N/A","Código ou tipo ausente",""
10607,"N/A","Código ou tipo ausente",""
10608,"N/A","Código ou tipo ausente",""
10609,"N/A","Código ou tipo ausente",""
10610,"N/A","Código ou tipo ausente",""
10611,"N/A","Código ou tipo ausente",""
10612,"N/A","Código ou tipo ausente",""
10613,"N/A","Código ou tipo ausente",""
10614,"N/A","Código ou tipo ausente",""
10615,"N/A","Código ou tipo ausente",""
10616,"N/A","Código ou tipo ausente",""
10617,"N/A","Código ou tipo ausente",""
10618,"N/A","Código ou tipo ausente",""
10619,"N/A","Código ou tipo ausente",""
10620,"N/A","Código ou tipo ausente",""
10621,"N/A","Código ou tipo ausente",""
10622,"N/A","Código ou tipo ausente",""
10623,"N/A","Código ou tipo ausente",""
10624,"N/A","Código ou tipo ausente",""
10625,"N/A","Código ou tipo ausente",""
10626,"N/A","Código ou tipo ausente",""
10627,"N/A","Código ou tipo ausente",""
10628,"N/A","Código ou tipo ausente",""
10629,"N/A","Código ou tipo ausente",""
10630,"N/A","Código ou tipo ausente",""
10631,"N/A","Código ou tipo ausente",""
10632,"N/A","Código ou tipo ausente",""
10633,"N/A","Código ou tipo ausente",""
10634,"N/A","Código ou tipo ausente",""
10635,"N/A","Código ou tipo ausente",""
10636,"N/A","Código ou tipo ausente",""
10637,"N/A","Código ou tipo ausente",""
10638,"N/A","Código ou tipo ausente",""
10639,"N/A","Código ou tipo ausente",""
10640,"N/A","Código ou tipo ausente",""
10641,"N/A","Código ou tipo ausente",""
10642,"N/A","Código ou tipo ausente",""
10643,"N/A","Código ou tipo ausente",""
10644,"N/A","Código ou tipo ausente",""
10645,"N/A","Código ou tipo ausente",""
10646,"N/A","Código ou tipo ausente",""
10647,"N/A","Código ou tipo ausente",""
10648,"N/A","Código ou tipo ausente",""
10649,"N/A","Código ou tipo ausente",""
10650,"N/A","Código ou tipo ausente",""
10651,"N/A","Código ou tipo ausente",""
10652,"N/A","Código ou tipo ausente",""
10653,"N/A","Código ou tipo ausente",""
10654,"N/A","Código ou tipo ausente",""
10655,"N/A","Código ou tipo ausente",""
10656,"N/A","Código ou tipo ausente",""
10657,"N/A","Código ou tipo ausente",""
10658,"N/A","Código ou tipo ausente",""
10659,"N/A","Código ou tipo ausente",""
10660,"N/A","Código ou tipo ausente",""
10661,"N/A","Código ou tipo ausente",""
10662,"N/A","Código ou tipo ausente",""
10663,"N/A","Código ou tipo ausente",""
10664,"N/A","Código ou tipo ausente",""
10665,"N/A","Código ou tipo ausente",""
10666,"N/A","Código ou tipo ausente",""
10667,"N/A","Código ou tipo ausente",""
10668,"N/A","Código ou tipo ausente",""
10669,"N/A","Código ou tipo ausente",""
10670,"N/A","Código ou tipo ausente",""
10671,"N/A","Código ou tipo ausente",""
10672,"N/A","Código ou tipo ausente",""
10673,"N/A","Código ou tipo ausente",""
10674,"N/A","Código ou tipo ausente",""
10675,"N/A","Código ou tipo ausente",""
10676,"N/A","Código ou tipo ausente",""
10677,"N/A","Código ou tipo ausente",""
10678,"N/A","Código ou tipo ausente",""
10679,"N/A","Código ou tipo ausente",""
10680,"N/A","Código ou tipo ausente",""
10681,"N/A","Código ou tipo ausente",""
10682,"N/A","Código ou tipo ausente",""
10683,"N/A","Código ou tipo ausente",""
10684,"N/A","Código ou tipo ausente",""
10685,"N/A","Código ou tipo ausente",""
10686,"N/A","Código ou tipo ausente",""
10687,"N/A","Código ou tipo ausente",""
10688,"N/A","Código ou tipo ausente",""
10689,"N/A","Código ou tipo ausente",""
10690,"N/A","Código ou tipo ausente",""
10691,"N/A","Código ou tipo ausente",""
10692,"N/A","Código ou tipo ausente",""
10693,"N/A","Código ou tipo ausente",""
10694,"N/A","Código ou tipo ausente",""
10695,"N/A","Código ou tipo ausente",""
10696,"N/A","Código ou tipo ausente",""
10697,"N/A","Código ou tipo ausente",""
10698,"N/A","Código ou tipo ausente",""
10699,"N/A","Código ou tipo ausente",""
10700,"N/A","Código ou tipo ausente",""
10701,"N/A","Código ou tipo ausente",""
10702,"N/A","Código ou tipo ausente",""
10703,"N/A","Código ou tipo ausente",""
10704,"N/A","Código ou tipo ausente",""
10705,"N/A","Código ou tipo ausente",""
10706,"N/A","Código ou tipo ausente",""
10707,"N/A","Código ou tipo ausente",""
10708,"N/A","Código ou tipo ausente",""
10709,"N/A","Código ou tipo ausente",""
10710,"N/A","Código ou tipo ausente",""
10711,"N/A","Código ou tipo ausente",""
10712,"N/A","Código ou tipo ausente",""
10713,"N/A","Código ou tipo ausente",""
10714,"N/A","Código ou tipo ausente",""
10715,"N/A","Código ou tipo ausente",""
10716,"N/A","Código ou tipo ausente",""
10717,"N/A","Código ou tipo ausente",""
10718,"N/A","Código ou tipo ausente",""
10719,"N/A","Código ou tipo ausente",""
10720,"N/A","Código ou tipo ausente",""
10721,"N/A","Código ou tipo ausente",""
10722,"N/A","Código ou tipo ausente",""
10723,"N/A","Código ou tipo ausente",""
10724,"N/A","Código ou tipo ausente",""
10725,"N/A","Código ou tipo ausente",""
10726,"N/A","Código ou tipo ausente",""
10727,"N/A","Código ou tipo ausente",""
10728,"N/A","Código ou tipo ausente",""
10729,"N/A","Código ou tipo ausente",""
10730,"N/A","Código ou tipo ausente",""
10731,"N/A","Código ou tipo ausente",""
10732,"N/A","Código ou tipo ausente",""
10733,"N/A","Código ou tipo ausente",""
10734,"N/A","Código ou tipo ausente",""
10735,"N/A","Código ou tipo ausente",""
10736,"N/A","Código ou tipo ausente",""
10737,"N/A","Código ou tipo ausente",""
10738,"N/A","Código ou tipo ausente",""
10739,"N/A","Código ou tipo ausente",""
10740,"N/A","Código ou tipo ausente",""
10741,"N/A","Código ou tipo ausente",""
10742,"N/A","Código ou tipo ausente",""
10743,"N/A","Código ou tipo ausente",""
10744,"N/A","Código ou tipo ausente",""
10745,"N/A","Código ou tipo ausente",""
10746,"N/A","Código ou tipo ausente",""
10747,"N/A","Código ou tipo ausente",""
10748,"N/A","Código ou tipo ausente",""
10749,"N/A","Código ou tipo ausente",""
10750,"N/A","Código ou tipo ausente",""
10751,"N/A","Código ou tipo ausente",""
10752,"N/A","Código ou tipo ausente",""
10753,"N/A","Código ou tipo ausente",""
10754,"N/A","Código ou tipo ausente",""
10755,"N/A","Código ou tipo ausente",""
10756,"N/A","Código ou tipo ausente",""
10757,"N/A","Código ou tipo ausente",""
10758,"N/A","Código ou tipo ausente",""
10759,"N/A","Código ou tipo ausente",""
10760,"N/A","Código ou tipo ausente",""
10761,"N/A","Código ou tipo ausente",""
10762,"N/A","Código ou tipo ausente",""
10763,"N/A","Código ou tipo ausente",""
10764,"N/A","Código ou tipo ausente",""
10765,"N/A","Código ou tipo ausente",""
10766,"N/A","Código ou tipo ausente",""
10767,"N/A","Código ou tipo ausente",""
10768,"N/A","Código ou tipo ausente",""
10769,"N/A","Código ou tipo ausente",""
10770,"N/A","Código ou tipo ausente",""
10771,"N/A","Código ou tipo ausente",""
10772,"N/A","Código ou tipo ausente",""
10773,"N/A","Código ou tipo ausente",""
10774,"N/A","Código ou tipo ausente",""
10775,"N/A","Código ou tipo ausente",""
10776,"N/A","Código ou tipo ausente",""
10777,"N/A","Código ou tipo ausente",""
10778,"N/A","Código ou tipo ausente",""
10779,"N/A","Código ou tipo ausente",""
10780,"N/A","Código ou tipo ausente",""
10781,"N/A","Código ou tipo ausente",""
10782,"N/A","Código ou tipo ausente",""
10783,"N/A","Código ou tipo ausente",""
10784,"N/A","Código ou tipo ausente",""
10785,"N/A","Código ou tipo ausente",""
10786,"N/A","Código ou tipo ausente",""
10787,"N/A","Código ou tipo ausente",""
10788,"N/A","Código ou tipo ausente",""
10789,"N/A","Código ou tipo ausente",""
10790,"N/A","Código ou tipo ausente",""
10791,"N/A","Código ou tipo ausente",""
10792,"N/A","Código ou tipo ausente",""
10793,"N/A","Código ou tipo ausente",""
10794,"N/A","Código ou tipo ausente",""
10795,"N/A","Código ou tipo ausente",""
10796,"N/A","Código ou tipo ausente",""
10797,"N/A","Código ou tipo ausente",""
10798,"N/A","Código ou tipo ausente",""
10799,"N/A","Código ou tipo ausente",""
10800,"N/A","Código ou tipo ausente",""
10801,"N/A","Código ou tipo ausente",""
10802,"N/A","Código ou tipo ausente",""
10803,"N/A","Código ou tipo ausente",""
10804,"N/A","Código ou tipo ausente",""
10805,"N/A","Código ou tipo ausente",""
10806,"N/A","Código ou tipo ausente",""
10807,"N/A","Código ou tipo ausente",""
10808,"N/A","Código ou tipo ausente",""
10809,"N/A","Código ou tipo ausente",""
10810,"N/A","Código ou tipo ausente",""
10811,"N/A","Código ou tipo ausente",""
10812,"N/A","Código ou tipo ausente",""
10813,"N/A","Código ou tipo ausente",""
10814,"N/A","Código ou tipo ausente",""
10815,"N/A","Código ou tipo ausente",""
10816,"N/A","Código ou tipo ausente",""
10817,"N/A","Código ou tipo ausente",""
10818,"N/A","Código ou tipo ausente",""
10819,"N/A","Código ou tipo ausente",""
10820,"N/A","Código ou tipo ausente",""
10821,"N/A","Código ou tipo ausente",""
10822,"N/A","Código ou tipo ausente",""
10823,"N/A","Código ou tipo ausente",""
10824,"N/A","Código ou tipo ausente",""
10825,"N/A","Código ou tipo ausente",""
10826,"N/A","Código ou tipo ausente",""
10827,"N/A","Código ou tipo ausente",""
10828,"N/A","Código ou tipo ausente",""
10829,"N/A","Código ou tipo ausente",""
10830,"N/A","Código ou tipo ausente",""
10831,"N/A","Código ou tipo ausente",""
10832,"N/A","Código ou tipo ausente",""
10833,"N/A","Código ou tipo ausente",""
10834,"N/A","Código ou tipo ausente",""
10835,"N/A","Código ou tipo ausente",""
10836,"N/A","Código ou tipo ausente",""
10837,"N/A","Código ou tipo ausente",""
10838,"N/A","Código ou tipo ausente",""
10839,"N/A","Código ou tipo ausente",""
10840,"N/A","Código ou tipo ausente",""
10841,"N/A","Código ou tipo ausente",""
10842,"N/A","Código ou tipo ausente",""
10843,"N/A","Código ou tipo ausente",""
10844,"N/A","Código ou tipo ausente",""
10845,"N/A","Código ou tipo ausente",""
10846,"N/A","Código ou tipo ausente",""
10847,"N/A","Código ou tipo ausente",""
10848,"N/A","Código ou tipo ausente",""
10849,"N/A","Código ou tipo ausente",""
10850,"N/A","Código ou tipo ausente",""
10851,"N/A","Código ou tipo ausente",""
10852,"N/A","Código ou tipo ausente",""
10853,"N/A","Código ou tipo ausente",""
10854,"N/A","Código ou tipo ausente",""
10855,"N/A","Código ou tipo ausente",""
10856,"N/A","Código ou tipo ausente",""
10857,"N/A","Código ou tipo ausente",""
10858,"N/A","Código ou tipo ausente",""
10859,"N/A","Código ou tipo ausente",""
10860,"N/A","Código ou tipo ausente",""
10861,"N/A","Código ou tipo ausente",""
10862,"N/A","Código ou tipo ausente",""
10863,"N/A","Código ou tipo ausente",""
10864,"N/A","Código ou tipo ausente",""
10865,"N/A","Código ou tipo ausente",""
10866,"N/A","Código ou tipo ausente",""
10867,"N/A","Código ou tipo ausente",""
10868,"N/A","Código ou tipo ausente",""
10869,"N/A","Código ou tipo ausente",""
10870,"N/A","Código ou tipo ausente",""
10871,"N/A","Código ou tipo ausente",""
10872,"N/A","Código ou tipo ausente",""
10873,"N/A","Código ou tipo ausente",""
10874,"N/A","Código ou tipo ausente",""
10875,"N/A","Código ou tipo ausente",""
10876,"N/A","Código ou tipo ausente",""
10877,"N/A","Código ou tipo ausente",""
10878,"N/A","Código ou tipo ausente",""
10879,"N/A","Código ou tipo ausente",""
10880,"N/A","Código ou tipo ausente",""
10881,"N/A","Código ou tipo ausente",""
10882,"N/A","Código ou tipo ausente",""
10883,"N/A","Código ou tipo ausente",""
10884,"N/A","Código ou tipo ausente",""
10885,"N/A","Código ou tipo ausente",""
10886,"N/A","Código ou tipo ausente",""
10887,"N/A","Código ou tipo ausente",""
10888,"N/A","Código ou tipo ausente",""
10889,"N/A","Código ou tipo ausente",""
10890,"N/A","Código ou tipo ausente",""
10891,"N/A","Código ou tipo ausente",""
10892,"N/A","Código ou tipo ausente",""
10893,"N/A","Código ou tipo ausente",""
10894,"N/A","Código ou tipo ausente",""
10895,"N/A","Código ou tipo ausente",""
10896,"N/A","Código ou tipo ausente",""
10897,"N/A","Código ou tipo ausente",""
10898,"N/A","Código ou tipo ausente",""
10899,"N/A","Código ou tipo ausente",""
10900,"N/A","Código ou tipo ausente",""
10901,"N/A","Código ou tipo ausente",""
10902,"N/A","Código ou tipo ausente",""
10903,"N/A","Código ou tipo ausente",""
10904,"N/A","Código ou tipo ausente",""
10905,"N/A","Código ou tipo ausente",""
10906,"N/A","Código ou tipo ausente",""
10907,"N/A","Código ou tipo ausente",""
10908,"N/A","Código ou tipo ausente",""
10909,"N/A","Código ou tipo ausente",""
10910,"N/A","Código ou tipo ausente",""
10911,"N/A","Código ou tipo ausente",""
10912,"N/A","Código ou tipo ausente",""
10913,"N/A","Código ou tipo ausente",""
10914,"N/A","Código ou tipo ausente",""
10915,"N/A","Código ou tipo ausente",""
10916,"N/A","Código ou tipo ausente",""
10917,"N/A","Código ou tipo ausente",""
10918,"N/A","Código ou tipo ausente",""
10919,"N/A","Código ou tipo ausente",""
10920,"N/A","Código ou tipo ausente",""
10921,"N/A","Código ou tipo ausente",""
10922,"N/A","Código ou tipo ausente",""
10923,"N/A","Código ou tipo ausente",""
10924,"N/A","Código ou tipo ausente",""
10925,"N/A","Código ou tipo ausente",""
10926,"N/A","Código ou tipo ausente",""
10927,"N/A","Código ou tipo ausente",""
10928,"N/A","Código ou tipo ausente",""
10929,"N/A","Código ou tipo ausente",""
10930,"N/A","Código ou tipo ausente",""
10931,"N/A","Código ou tipo ausente",""
10932,"N/A","Código ou tipo ausente",""
10933,"N/A","Código ou tipo ausente",""
10934,"N/A","Código ou tipo ausente",""
10935,"N/A","Código ou tipo ausente",""
10936,"N/A","Código ou tipo ausente",""
10937,"N/A","Código ou tipo ausente",""
10938,"N/A","Código ou tipo ausente",""
10939,"N/A","Código ou tipo ausente",""
10940,"N/A","Código ou tipo ausente",""
10941,"N/A","Código ou tipo ausente",""
10942,"N/A","Código ou tipo ausente",""
10943,"N/A","Código ou tipo ausente",""
10944,"N/A","Código ou tipo ausente",""
10945,"N/A","Código ou tipo ausente",""
10946,"N/A","Código ou tipo ausente",""
10947,"N/A","Código ou tipo ausente",""
10948,"N/A","Código ou tipo ausente",""
10949,"N/A","Código ou tipo ausente",""
10950,"N/A","Código ou tipo ausente",""
10951,"N/A","Código ou tipo ausente",""
10952,"N/A","Código ou tipo ausente",""
10953,"N/A","Código ou tipo ausente",""
10954,"N/A","Código ou tipo ausente",""
10955,"N/A","Código ou tipo ausente",""
10956,"N/A","Código ou tipo ausente",""
10957,"N/A","Código ou tipo ausente",""
10958,"N/A","Código ou tipo ausente",""
10959,"N/A","Código ou tipo ausente",""
10960,"N/A","Código ou tipo ausente",""
10961,"N/A","Código ou tipo ausente",""
10962,"N/A","Código ou tipo ausente",""
10963,"N/A","Código ou tipo ausente",""
10964,"N/A","Código ou tipo ausente",""
10965,"N/A","Código ou tipo ausente",""
10966,"N/A","Código ou tipo ausente",""
10967,"N/A","Código ou tipo ausente",""
10968,"N/A","Código ou tipo ausente",""
10969,"N/A","Código ou tipo ausente",""
10970,"N/A","Código ou tipo ausente",""
10971,"N/A","Código ou tipo ausente",""
10972,"N/A","Código ou tipo ausente",""
10973,"N/A","Código ou tipo ausente",""
10974,"N/A","Código ou tipo ausente",""
10975,"N/A","Código ou tipo ausente",""
10976,"N/A","Código ou tipo ausente",""
10977,"N/A","Código ou tipo ausente",""
10978,"N/A","Código ou tipo ausente",""
10979,"N/A","Código ou tipo ausente",""
10980,"N/A","Código ou tipo ausente",""
10981,"N/A","Código ou tipo ausente",""
10982,"N/A","Código ou tipo ausente",""
10983,"N/A","Código ou tipo ausente",""
10984,"N/A","Código ou tipo ausente",""
10985,"N/A","Código ou tipo ausente",""
10986,"N/A","Código ou tipo ausente",""
10987,"N/A","Código ou tipo ausente",""
10988,"N/A","Código ou tipo ausente",""
10989,"N/A","Código ou tipo ausente",""
10990,"N/A","Código ou tipo ausente",""
10991,"N/A","Código ou tipo ausente",""
10992,"N/A","Código ou tipo ausente",""
10993,"N/A","Código ou tipo ausente",""
10994,"N/A","Código ou tipo ausente",""
10995,"N/A","Código ou tipo ausente",""
10996,"N/A","Código ou tipo ausente",""
10997,"N/A","Código ou tipo ausente",""
10998,"N/A","Código ou tipo ausente",""
10999,"N/A","Código ou tipo ausente",""
11000,"N/A","Código ou tipo ausente",""
11001,"N/A","Código ou tipo ausente",""
11002,"N/A","Código ou tipo ausente",""
11003,"N/A","Código ou tipo ausente",""
11004,"N/A","Código ou tipo ausente",""
11005,"N/A","Código ou tipo ausente",""
11006,"N/A","Código ou tipo ausente",""
11007,"N/A","Código ou tipo ausente",""
11008,"N/A","Código ou tipo ausente",""
11009,"N/A","Código ou tipo ausente",""
11010,"N/A","Código ou tipo ausente",""
11011,"N/A","Código ou tipo ausente",""
11012,"N/A","Código ou tipo ausente",""
11013,"N/A","Código ou tipo ausente",""
11014,"N/A","Código ou tipo ausente",""
11015,"N/A","Código ou tipo ausente",""
11016,"N/A","Código ou tipo ausente",""
11017,"N/A","Código ou tipo ausente",""
11018,"N/A","Código ou tipo ausente",""
11019,"N/A","Código ou tipo ausente",""
11020,"N/A","Código ou tipo ausente",""
11021,"N/A","Código ou tipo ausente",""
11022,"N/A","Código ou tipo ausente",""
11023,"N/A","Código ou tipo ausente",""
11024,"N/A","Código ou tipo ausente",""
11025,"N/A","Código ou tipo ausente",""
11026,"N/A","Código ou tipo ausente",""
11027,"N/A","Código ou tipo ausente",""
11028,"N/A","Código ou tipo ausente",""
11029,"N/A","Código ou tipo ausente",""
11030,"N/A","Código ou tipo ausente",""
11031,"N/A","Código ou tipo ausente",""
11032,"N/A","Código ou tipo ausente",""
11033,"N/A","Código ou tipo ausente",""
11034,"N/A","Código ou tipo ausente",""
11035,"N/A","Código ou tipo ausente",""
11036,"N/A","Código ou tipo ausente",""
11037,"N/A","Código ou tipo ausente",""
11038,"N/A","Código ou tipo ausente",""
11039,"N/A","Código ou tipo ausente",""
11040,"N/A","Código ou tipo ausente",""
11041,"N/A","Código ou tipo ausente",""
11042,"N/A","Código ou tipo ausente",""
11043,"N/A","Código ou tipo ausente",""
11044,"N/A","Código ou tipo ausente",""
11045,"N/A","Código ou tipo ausente",""
11046,"N/A","Código ou tipo ausente",""
11047,"N/A","Código ou tipo ausente",""
11048,"N/A","Código ou tipo ausente",""
11049,"N/A","Código ou tipo ausente",""
11050,"N/A","Código ou tipo ausente",""
11051,"N/A","Código ou tipo ausente",""
11052,"N/A","Código ou tipo ausente",""
11053,"N/A","Código ou tipo ausente",""
11054,"N/A","Código ou tipo ausente",""
11055,"N/A","Código ou tipo ausente",""
11056,"N/A","Código ou tipo ausente",""
11057,"N/A","Código ou tipo ausente",""
11058,"N/A","Código ou tipo ausente",""
11059,"N/A","Código ou tipo ausente",""
11060,"N/A","Código ou tipo ausente",""
11061,"N/A","Código ou tipo ausente",""
11062,"N/A","Código ou tipo ausente",""
11063,"N/A","Código ou tipo ausente",""
11064,"N/A","Código ou tipo ausente",""
11065,"N/A","Código ou tipo ausente",""
11066,"N/A","Código ou tipo ausente",""
11067,"N/A","Código ou tipo ausente",""
11068,"N/A","Código ou tipo ausente",""
11069,"N/A","Código ou tipo ausente",""
11070,"N/A","Código ou tipo ausente",""
11071,"N/A","Código ou tipo ausente",""
11072,"N/A","Código ou tipo ausente",""
11073,"N/A","Código ou tipo ausente",""
11074,"N/A","Código ou tipo ausente",""
11075,"N/A","Código ou tipo ausente",""
11076,"N/A","Código ou tipo ausente",""
11077,"N/A","Código ou tipo ausente",""
11078,"N/A","Código ou tipo ausente",""
11079,"N/A","Código ou tipo ausente",""
11080,"N/A","Código ou tipo ausente",""
11081,"N/A","Código ou tipo ausente",""
11082,"N/A","Código ou tipo ausente",""
11083,"N/A","Código ou tipo ausente",""
11084,"N/A","Código ou tipo ausente",""
11085,"N/A","Código ou tipo ausente",""
11086,"N/A","Código ou tipo ausente",""
11087,"N/A","Código ou tipo ausente",""
11088,"N/A","Código ou tipo ausente",""
11089,"N/A","Código ou tipo ausente",""
11090,"N/A","Código ou tipo ausente",""
11091,"N/A","Código ou tipo ausente",""
11092,"N/A","Código ou tipo ausente",""
11093,"N/A","Código ou tipo ausente",""
11094,"N/A","Código ou tipo ausente",""
11095,"N/A","Código ou tipo ausente",""
11096,"N/A","Código ou tipo ausente",""
11097,"N/A","Código ou tipo ausente",""
11098,"N/A","Código ou tipo ausente",""
11099,"N/A","Código ou tipo ausente",""
11100,"N/A","Código ou tipo ausente",""
11101,"N/A","Código ou tipo ausente",""
